Title,Rating,Votes,Duration
623. Holnap meghalok,4.2, (143),1h 25m
624. The Deadly Swarm,2.5, (207),1h 21m
625. Amityville Turkey Day,3.1, (367),1h 34m
626. Migraine,8.2, (25),1h 5m
628. The Sisters,4.7, (165),2h 2m
630. Pee Nak 4,4.8, (418),1h 55m
631. Chateau,4.0, (304),1h 23m
633. The Woods Are Real,2.4, (476),1h 20m
634. Run!,3.4, (107),1h 26m
635. Obayifo Project,5.1, (374),1h 11m
636. This Man,5.1, (24),1h 29m
637. Quadrant,4.3, (157),1h 13m
638. Lost Angels,6.0, (215),1h 36m
639. Mandira,5.8, (1K),2h 1m
640. Ghost Island,6.9, (60),1h 35m
641. Feet of Death,3.9, (246),1h 46m
644. Bigfoot Exorcist,2.6, (233),1h 10m
645. He Sees You When You're Sleeping,4.2, (157),1h 23m
646. The Camp Host,4.3, (304),1h 35m
647. Catch a Killer,5.8, (16),1h 22m
648. El instinto,6.6, (126),1h 32m
649. Camp Terror,4.5, (42),1h 50m
651. Pigman,2.5, (119),1h 38m
652. The Girl in the Trunk,3.4, (355),1h 30m
653. Solitude,6.0, (53),1h 37m
655. Nyctophobia,2.6, (174),1h 17m
656. This Never Happened,4.7, (391),1h 30m
657. Guys at Parties Like It,3.9, (177),1h 19m
658. Followers,3.6, (261),1h 14m
660. Bhairadevi,8.7, (55),2h 14m
661. Dead Teenagers,3.2, (159),1h 20m
662. Z-Mom,4.8, (48),1h 30m
663. Marni: The Story of Wewe Gombel,6.7, (1K),1h 59m
666. Killington,2.8, (191),1h 27m
667. Red Night at Skye's,6.9, (16),1h 22m
668. Dinner with Leatherface,7.3, (44),1h 46m
669. Vexanthrone,5.3, (25),1h 5m
670. Las Tias,4.8, (272),1h 27m
671. Mueng non mueng tai,2.3, (14),1h 39m
672. Dooba Dooba,6.8, (17),1h 16m
673. Blood Mountain Massacre,4.9, (46),1h 29m
674. Deadly Retreat,4.8, (114),46m
675. Devil,4.5, (1.6K),1h 58m
676. Dr. Jason II: Lights & Shadows,4.9, (383),1h 2m
677. Sun,8.3, (38),1h 15m
678. Anatema,4.2, (227),1h 31m
679. Crispy,3.3, (100),1h 16m
680. Apokrif,8.7, (23),1h 4m
681. Trizombie,7.3, (63),1h 22m
683. Spirit Riser,6.3, (42),1h 38m
684. OMG: O Manchi Ghost,5.1, (592),2h 5m
685. Video Vision,5.8, (20),1h 18m
686. The Box,3.4, (83),1h 19m
687. Interlopers,5.0, (85),1h 46m
688. Water Horse,5.1, (264),1h 25m
689. Creep Encounters,4.0, (139),1h 12m
690. Spirit Whisker: The Revenant,5.3, (65),1h 49m
691. The Naughty List of Mr. Scrooge,4.5, (216),1h 30m
692. Mister Sleep,3.5, (183),1h 34m
693. What Happened to Suzy,6.3, (96),1h 34m
694. Isleen Pines,5.3, (739),1h 24m
695. Hüddam 4: Ahmer,4.6, (40),1h 26m
696. Tu Sangre,3.9, (112),1h 21m
697. A Game in the Woods,7.0, (32),1h 20m
698. The Carters,5.2, (29),1h 15m
699. Carnage for Christmas,4.5, (354),1h 9m
700. Bury Your Dead,5.4, (84),2h 8m
701. Echoes of Crystal Lake: A Friday the 13th Story,8.4, (16),3m
703. Hunter of the Night,5.3, (62),1h 30m
704. Deadly Culture: Species X,2.9, (62),1h 11m
705. Halloween: The Hunt of Michael Myers,8.5, (14),1h 21m
706. .ask,6.9, (94),1h 29m
708. Salt Along the Tongue,7.7, (10),1h 53m
709. Bloody Trip: The Equinox Killer,4.8, (85),1h 20m
710. Sharkers,4.1, (174),1h 28m
711. Saka Perawan,5.1, (57),1h 31m
712. Rerouting,4.1, (171),1h 26m
713. Mona: Jinn-2,4.1, (132),2h 4m
714. No Voltees,5.5, (232),1h 34m
716. Mother Goose's ScaryTales,5.8, (19),54m
718. Stream,4.1, (53),1h 25m
720. The Last Podcast,7.4, (7),1h 38m
721. Head Like a Hole,6.2, (33),1h 33m
722. Dark Chronicles,3.8, (9),1h 15m
723. Trolled,4.2, (28),1h 20m
724. Gone with the Dead,4.0, (63),1h 36m
725. The Exorcism of Saint Patrick,3.6, (178),1h 30m
726. Apex Predators 2: The Spawning,3.2, (33),1h 10m
727. Kifn,7.2, (732),1h 40m
728. All We Wanted,3.5, (73),1h 43m
729. Ice Nine Kills Presents: Welcome to Horrorwood,8.3, (36),1h 16m
731. Lord of Wolves,2.8, (145),1h 27m
732. Visher,4.3, (397),1h 5m
733. Graveyard Shark,3.4, (244),1h 37m
734. The Vord,3.4, (76),1h 41m
736. Take Good Care,6.1, (8),1h 41m
737. Janji Darah,4.4, (174),1h 44m
738. The Book of the Witch,4.3, (163),1h 13m
739. 200KG Vampire,4.0, (62),1h 33m
740. The Hunter's Anthology: The Demon Hunter,4.7, (105),2h 6m
741. All That Remains,5.9, (27),1h 10m
742. The Candy Store,4.0, (93),1h 26m
743. The Night of the Harvest,4.5, (502),2h 6m
744. Alone,7.8, (15),1h 28m
745. Agapouse ta louloudia perissotero,5.3, (193),1h 26m
746. Dwiju,4.6, (17),1h 25m
747. Ga la,4.2, (28),1h 37m
748. Jeonde Raho Bhoot Ji,5.2, (145),1h 52m
749. Murderfest,2.9, (235),1h 22m
750. Pagpag 24/7,4.3, (65),2h 10m
751. The Unsolved Love Hotel Murder Case Incident,7.4, (7),1h 10m
752. Maya,7.0, (9),1h 49m
753. Deviant,5.2, (49),1h 20m
755. Bangsal Isolasi,4.8, (183),1h 16m
756. Retratos del Apocalipsis,7.9, (22),1h 15m
758. Monster Awakens,5.6, (846),1h 14m
759. Byte,3.3, (165),1h 37m
760. The Alien Report,4.6, (157),1h 21m
761. Jonestown: The Final Reckoning,4.3, (7),59m
762. Mulm,5.8, (74),1h 38m
763. I Heard You Buy Souls,2.7, (52),1h 28m
764. Silence of the Prey,3.8, (303),1h 37m
765. Swoon,6.1, (28),1h 23m
770. Agrinai,7.9, (69),1h 33m
771. The Mitchin Murders,5.2, (87),1h 18m
772. How to Make a Werewolf,5.5, (146),16+
773. Watch Them Come Blood,7.7, (8),1h 22m
774. Shadows Side,2.0, (144),1h 30m
775. Scopophobia,5.3, (92),1h 40m
776. Trope,4.2, (41),1h 26m
"777. The Haunted, the Possessed and the Damned",2.6, (65),1h 51m
778. Pasahero,6.1, (27),2h
779. Art of a Hit,4.2, (223),1h 33m
780. A Savior Red,5.1, (272),1h 27m
781. Don't Look Back... I Know Your Origins,3.7, (116),1h 44m
782. The Monsters Under Our Bed,5.8, (12),2h 7m
784. The Caller,6.8, (14),1h 20m
785. C202,4.9, (2.2K),2h 15m
786. Kabir Azabi: Insi ve Cinni,4.0, (23),1h 25m
787. The Shadow,6.4, (288),1h 30m
788. Island of the Dolls 2,3.0, (168),1h 23m
789. Operation Laila,5.5, (58),2h 3m
790. Listen Carefully,3.3, (150),1h 21m
791. My Zombabe,5.0, (94),1h 45m
792. Anxiety,7.8, (8),1h 37m
793. The Last Ritual,7.7, (10),1h 40m
794. Tenement,4.6, (133),1h 28m
795. Liu mang qu mo shi,5.8, (62),1h 44m
796. Ma Da: The Drowning Spirit,4.4, (221),1h 30m
798. Haunted by Her Name,2.8, (96),1h 30m
799. Chuzalongo,6.8, (6),1h 35m
800. Bloody Mary,3.8, (7),1h 12m
801. Devil's Horns,4.6, (128),1h 21m
804. Oh My Ghost: The Finale,6.8, (39),1h 52m
805. Undying,6.5, (15),26m
807. Granny Krampus,2.6, (128),1h 21m
808. Big Bad CGI Monsters,4.8, (44),1h
809. Neon Fear,5.7, (626),40m
810. You Shouldn't Have Let Me In,4.1, (187),1h 24m
811. Toxic Daughter,5.3, (57),1h 45m
812. Chasing Zombies: A George Romero Tribute,9.0, (8),1h 45m
813. The Summer We Died,5.0, (440),1h 13m
814. Curtains for Christmas,5.4, (69),1h 10m
815. Tragic Waste,7.9, (96),1h 17m
816. Slaughterhouse on the Hill,2.6, (135),1h 12m
817. Thookudurai,4.3, (2.3K),2h 5m
819. Cruel Summer III: Pray for Fall,4.3, (20),1h 49m
820. The Haunted Studio,3.6, (202),1h 30m
823. Alem-i Cin 5: Azap,4.1, (15),1h 16m
825. The Apocalypse Box,3.3, (250),1h 26m
827. Sea of Madness,6.9, (32),1h 33m
828. Witches' Well,2.5, (86),1h
829. The Convent,3.9, (24),1h 20m
831. Dead Rock,3.7, (7),1h 11m
832. Nenu Keerthana,8.9, (2.1K),2h 35m
833. Framed,2.6, (122),Not Rated
835. Demo_n,4.9, (52),1h 15m
837. Mother Maker Lover Taker,5.9, (46),1h 39m
838. Continente,5.1, (100),1h 55m
839. Himalaya,3.2, (406),1h 25m
840. Inverted,4.0, (59),1h 28m
843. Slave Dolls 2: Red Rooms,2.1, (8),17m
844. Blood of the Werewolf's Claw,2.7, (7),1h 30m
847. Blood Magick,9.2, (13),1h 39m
850. Inherit the Witch,3.2, (57),1h 25m
853. Claws,5.8, (8),1h 36m
854. Ame no naka no yokujô,5.9, (90),2h 12m
855. Game of Death: The Six Doors to Hell,6.7, (7),2h 25m
856. Chithini,5.9, (553),2h 31m
858. Project Dorothy,3.9, (3.2K),1h 20m
859. Insane Like Me?,4.4, (60),1h 26m
861. The Town Without Halloween,5.5, (87),1h 28m
862. Hell Squad 2: Fresh Meat,9.3, (21),1h 35m
863. Tahoe Joe 2: The Sierra Nevada Bigfoot Conspiracy,4.3, (260),1h 14m
864. Zim Zim Ala Kazim,3.6, (115),1h 40m
865. Mr. Sandman,6.3, (32),47m
866. Cadet,6.9, (61),2h 6m
867. Don Dukun,7.1, (61),1h 38m
868. Stereoscope,4.0, (131),1h 31m
869. Left One Alive,3.8, (30),1h 29m
870. Happy Halloween,6.2, (23),1h 36m
871. Big Cats,2.9, (156),1h 33m
872. A Haunting in Council House,4.9, (57),1h 34m
873. The Despaired,6.5, (37),2h 10m
874. Jurassic Exorcist,4.3, (24),1h 16m
875. 4:44 : Time of Fear,5.4, (23),44m
879. Creepypasta: Deathnet,3.3, (69),1h 11m
880. Death Bitch,7.4, (23),1h 28m
881. Oru Kadha Sollattaa Sir,6.1, (41),2h 10m
882. Morena,5.4, (131),1h 46m
884. Colour Palette,9.4, (53),1h 27m
885. Bedtime Stories: Tales of Love and Hate,7.7, (15),1h 5m
886. The Bench,3.8, (189),1h 15m
887. Monkey's Magic Merry Go Round,7.4, (12),1h 31m
890. Cholo Zombies,4.6, (109),1h 36m
892. Secret Shadow,7.4, (18),1h 22m
894. Coven of the Black Cube,7.2, (28),1h 37m
895. Passages of Nexus,5.3, (326),1h 48m
896. Blood and Black,6.9, (1.1K),1h 28m
897. In Tenebras: Into the Darkness,2.6, (181),1h 30m
898. El tema del verano,7.2, (25),1h 31m
899. Amityville Backrooms,3.7, (39),1h 12m
900. Cold Blows the Wind,5.7, (807),1h 25m
902. Videotheque,5.2, (108),1h 52m
903. A Hell of a Difference,4.7, (53),1h 20m
904. Pesadilla,6.5, (50),1h 52m
905. O Clube das Mulheres de Negócios,4.7, (115),1h 35m
906. In the Belly of a Tiger,7.5, (104),1h 31m
907. Terrornet,3.7, (96),1h 28m
910. Halloween: Mal Eterno,8.2, (234),50m
911. The Gatekeeper,5.5, (20),1h 37m
913. Cursed in Baja,6.7, (34),1h 20m
915. SMB-plush presents trick or death,8.0, (17),2h
916. Devil Hunters,8.7, (129),2h
917. Wolves Against the World,3.4, (68),1h 28m
919. A Cold Grave,3.5, (280),1h 15m
920. Death Ph.D,2.0, (146),1h 47m
921. Nûfer,2.8, (16),1h 38m
922. A Maldição de Romanova,5.0, (22),1h 20m
924. The Night Curse of Reatrei,4.4, (121),1h 35m
927. 30 to 45,3.8, (19),1h 58m
928. Ripper Revealed,3.6, (204),1h 10m
929. Night Talkers,4.0, (107),1h 29m
930. Firework,6.1, (13),1h
933. Paku Tanah Jawa,4.2, (125),1h 40m
935. Nowhere Land,3.4, (13),1h 24m
936. Blood and Breakfast,5.8, (32),1h 24m
937. The Vampire and the Vigilante,3.5, (56),1h 15m
938. Kabandha,9.2, (30),2h 4m
939. Asgaar,9.2, (43),2h 18m
941. Killer Campout Part II,5.6, (29),1h 33m
942. Para Betina Pengikut Iblis: Part 2,4.0, (132),1h 30m
943. Blood Dried Hands,6.3, (171),1h 55m
944. Waruga: Kutukan Ilmu Hitam,6.3, (34),1h 25m
946. Dia de Finados,9.1, (8),1h 17m
947. Cruel: The Cross Village Encounter,4.5, (48),57m
948. II,8.6, (30),21m
949. A Most Atrocious Thing,3.8, (265),1h 15m
950. Night Games,5.6, (290),1h 39m
951. Fright,6.3, (78),1h 21m
952. Side Effects May Vary,7.2, (43),1h 21m
953. Jason in Indianapolis: A Friday the 13th Tribute,6.5, (25),2h
955. The Trail,7.8, (38),1h 20m
957. Dosa Musyrik,6.6, (16),1h 32m
958. Quadrant: Noir Version,7.2, (13),1h 13m
959. Wind and Bone,5.8, (18),1h 33m
960. Jimmy,4.1, (216),1h 25m
963. I Saw Black Clouds,3.9, (37),1h 19m
965. Cold Blooded,4.2, (18),1h 18m
970. Influenza,4.3, (34),1h 38m
973. Roxana,3.9, (70),1h 38m
975. El Kafirun,6.6, (20),1h 10m
976. There Is a Monster,3.7, (179),1h 22m
977. Brain Tumor,3.8, (52),1h 16m
979. The Whisper in the Woods,5.4, (42),1h 11m
980. Idiot Girls and School Ghost: School Anniversary,7.0, (67),1h 30m
982. Death Web,5.4, (87),1h 4m
983. The World Drops Dead,8.4, (7),1h 11m
984. The Final Party,3.5, (10),1h 18m
985. Alien Legacy: Terror on Luxor Ridge,5.7, (22),2h 7m
986. Elf in the Hood,4.5, (21),1h 16m
988. Malee,3.4, (15),1h 25m
990. Murdaritaville,3.4, (118),1h 2m
992. A Gong,6.0, (13),1h 47m
994. Dead Fun,9.0, (12),1h 1m
995. Huggin Molly,5.9, (88),54m
996. The John Perkins Tapes,4.6, (15),1h 17m
997. Earworm,2.4, (221),1h 41m
998. P2,4.5, (10),1h 45m
1000. Black Theta,7.4, (11),1h 49m
1003. FPS,4.3, (20),1h
1004. Possession Street,6.5, (41),1h 36m
1005. Sinakagon,6.9, (33),1h 55m
1006. Arctic Hollow,2.3, (187),1h 10m
1008. The Awkward Stage,5.6, (15),1h 9m
1010. Misteri Bilik Korek Api,5.6, (10),1h 13m
1011. Wonderland,6.8, (13),2h
1012. Petualangan Anak Penangkap Hantu,5.5, (29),1h 39m
1013. Hellvira's Haunted Asylum of Horror,5.8, (38),1h 58m
1015. Talahib,5.4, (21),1h 23m
1016. The Frontrooms,3.3, (44),1h 14m
1017. Campfire Dead by Dawn,3.0, (65),1h 27m
1019. The Unrighteous,5.1, (35),1h 27m
1020. Slenderverse: The Rise and Fall of Slenderman,8.8, (7),1h 56m
1021. Nosferatu: A Symphony of Horror - Audio Score by idiedtrying.,7.5, (11),1h 34m
1023. STEVE (A Minecraft Movie),6.9, (14),1h 1m
1024. 105 Minutes,3.4, (2.3K),2h
1025. Boney Island Reality Show,4.2, (23),1h 27m
1026. Easter Evil,1.5, (153),1h 12m
1028. Histórias Estranhas 2,7.6, (7),1h 22m
1029. Don't Break the Rules,2.7, (57),1h 37m
1030. Wishes of the Blue Girl,4.3, (382),1h 13m
1031. Behold the Claw,5.6, (17),1h 15m
1032. Severance Mountain,5.3, (17),1h 14m
1034. Lipstick on the Glass,4.1, (13),1h 56m
1036. The Mermaid,7.8, (36),1h 45m
1037. Voidcaller,6.6, (43),1h 25m
1039. Siapa Buka Lampu?,7.3, (7),1h 32m
1040. The Circle of Death,7.4, (5),1h 26m
1041. Welcome Week: A College Horror Anthology,4.0, (129),1h 38m
1044. In the Room Where He Waits,4.9, (87),1h 23m
1045. Aranam,7.5, (402),2h 7m
1047. Screamwalkers,3.8, (56),1h 2m
1049. Day of the Clones,3.9, (66),1h 38m
1052. Wrong Places,2.1, (65),1h 33m
1053. La Hierba del Diablo,3.8, (51),1h 20m
1057. Teddiscare,2.0, (177),1h 22m
1059. Unknown Caller,7.3, (35),1h 3m
1060. Dabba,5.0, (22),1h 15m
1063. Ananya,8.8, (888),2h 16m
1064. Cin Köyü,1.0, (15),1h 15m
1066. Amityville Webcam,3.6, (17),1h 42m
1068. Lizzie Lazarus,4.2, (111),1h 31m
1070. Tie Die,3.0, (8),1h 20m
1071. Town Mall 2,6.9, (16),1h 26m
1072. Historias de Halloween,6.6, (26),1h 20m
1073. Body & Soul,3.1, (43),1h 15m
1075. Shadows of Bigfoot,4.0, (146),1h 13m
1076. Finger Licking,4.7, (18),1h 29m
1077. American Terror Tales 3,2.4, (58),58m
1078. Blackest Darkness,5.5, (75),1h 16m
1079. Re:Human,5.7, (39),1h 48m
1080. La cárcel Maldita,4.7, (6),1h 27m
1081. Danyang Mahar Tukar Nyawa,5.9, (10),1h 50m
1083. Akh,5.3, (116),2h 17m
1084. Busted Babies,7.7, (14),1h 27m
1086. The Geechee Witch: A Boo Hag Story,7.2, (15),1h 28m
1088. The Seven Darks,4.2, (125),1h 3m
1089. Bored Games,3.5, (122),1h 16m
1094. La Chancla Del Diablo,4.4, (13),1h 30m
1095. Clawface,8.6, (14),1h 38m
1098. Hillock Haunting,3.4, (245),1h 23m
1099. Time of the Witch,6.6, (15),1h 31m
1101. Hide and Seek,4.7, (6),1h 38m
1103. Tóxico,6.7, (18),1h 28m
1104. Choke,7.5, (22),1h 38m
1106. Do You See Me?,3.9, (8),1h 28m
1107. Mihrez 3: Cin Bebek,2.8, (17),1h 18m
1108. Just Another Horror Movie,5.9, (10),31m
1109. Bad Ben 13: The Dracula Situation,3.5, (12),1h 39m
1110. Trillberry Murders,5.6, (13),1h 54m
1111. Sapien,2.4, (79),1h 44m
1113. Scream: The Fan Favorite,8.1, (19),49m
1115. Death After Dusk,5.6, (97),2h 20m
1118. Bernadette will töten,8.4, (23),1h 33m
1123. The Bitter Taste,7.4, (41),2h 5m
1124. Soul Traveler (The Feature),4.2, (24),1h 36m
1138. Pulp Modern: Die Laughing,8.2, (97),1h 23m
1139. Biswas Villa-An Unfinished Story,8.6, (21),54m
1141. Zir-i Cin 3: Cin Dügümü,3.9, (22),1h 26m
1142. Live Different,2.7, (10),48m
1143. Bed of Nails,4.8, (30),1h 44m
1145. Advent,4.3, (33),1h 17m
1148. Porcelain,3.8, (118),1h 28m
1149. Symphony of Suffering,5.8, (6),1h 3m
1151. 10/31 Part 4,5.5, (19),1h 27m
1152. Once Upon a Time in Amityville,3.7, (57),1h 13m
1153. Kukushka,4.3, (33),1h 33m
1154. Dead Body,3.7, (41),2h 15m
1156. The House on Mansfield Street II: Evil Next Door,5.0, (100),1h 20m
1157. Blodsuger,6.7, (9),1h 34m
1159. Domovoy,4.3, (301),1h 42m
1162. Mesken (Messuage),7.3, (47),1h 39m
"1163. Rapunzel, El Perro y El Brujo",7.6, (22),1h 49m
1164. Padikkadha Pakkangal,4.3, (167),1h 46m
1165. Grayson's Encounter,7.3, (22),1h 10m
1168. A Very Flattened Christmas,6.1, (37),1h 35m
1173. The Haunting of Lanquetot,3.7, (10),1h 36m
1175. Quiet,5.0, (8),1h 11m
1177. Anak Perjanjian Syaitan 2,6.4, (34),1h 29m
1181. Adze the African Vampire,3.4, (61),1h 21m
1186. Amir,5.4, (20),1h 10m
1187. Compression,8.0, (15),2h 4m
1188. Shi Ren Yu,2.5, (9),1h 11m
1190. La sombra del tiburón,6.2, (17),1h 29m
1191. First Person Savior,4.9, (12),1h 21m
1193. Fierce Killer Marsupial,2.3, (50),1h 26m
1194. Dead-End,8.2, (6),46m
1196. Midnight Perturbation,8.6, (12),1h 21m
1197. Clownface 3,8.2, (58),1h 44m
1198. Iron Nest of the Moon,7.6, (13),1h 10m
1200. The Beast Hand,4.5, (14),1h 17m
1202. The Clot,2.8, (28),1h 19m
1204. Death,6.1, (16),1h 17m
1206. Laberinto de sombras,6.1, (9),1h 50m
1211. Lachrymose Primrose,6.3, (41),1h 37m
1212. Tales of the Forgotten,5.2, (9),2h 50m
1213. Touched by Eternity,5.3, (105),1h 35m
1214. Jama,6.0, (18),1h 11m
1215. Rambut Kafan,4.5, (102),1h 38m
1216. Kísértés az erdö mélyén,2.8, (78),1h 18m
1217. San Geng Ke Zhan,6.1, (14),1h 28m
1218. New Folder,4.7, (27),1h 12m
1220. The Damnation,6.7, (23),1h 22m
1221. The Lonely Man with the Ghost Machine,3.0, (161),1h 30m
1222. Tan-Ti-Ana,6.0, (26),1h 35m
1224. Bisikan Setan,6.7, (11),1h 28m
1230. Daemon Mind,4.7, (34),1h 41m
1232. Shoroter Joba,4.4, (24),2h 3m
1238. Portraits,4.8, (48),1h 22m
1239. The E-Ghost,6.8, (14),1h 50m
1241. Dead Boys Club,6.3, (26),1h 45m
1244. The Last Five Days: The Freak Building,3.7, (60),1h 1m
1249. Disremembered,4.9, (144),1h 44m
1256. Bloodspawn,6.6, (14),1h 16m
1259. Baridegi: The abandoned Girl,3.4, (18),1h 47m
1261. My Cannibal Crush,6.3, (12),50m
1263. Once Passed On,6.6, (7),1h 31m
1264. The Killer Goldfish,6.0, (6),1h 34m
1267. Evil in Me,4.0, (6),1h 15m
1269. Bridge,3.7, (13),1h 18m
1271. K. The Butcher Shitter,3.5, (25),1h 10m
1275. Darkness Hunting,4.9, (9),1h 12m
1276. Fara suflet,6.5, (9),1h 35m
1277. Hannas 2,3.0, (47),1h 19m
1281. The Director's Cut,4.2, (15),1h 22m
1283. Problematic Intentions,4.6, (15),1h 30m
1288. Condemned,8.9, (12),1h 12m
1289. Unwelcome Home,8.0, (9),1h 15m
1290. Bantay-bahay,5.5, (17),1h 26m
1297. After Link,7.5, (20),14m
1298. Horror Able,6.5, (24),1h 18m
1299. Abnormal: Buas,5.7, (29),1h 30m
1302. On the Trail of Bigfoot: The Ancients,6.2, (7),2h 20m
1304. Conexão com o Mal,8.3, (32),2h 13m
1306. The Wildman Massacre,8.6, (37),1h 30m
1307. Spending Some Time Together,6.9, (30),2h 26m
1308. Un día cualquiera,5.7, (15),1h 30m
1310. Forbidden Tapes - Anthology of Terror,5.4, (8),1h 1m
1319. El Juego 2: La Maldición del Bosque,6.0, (35),1h 37m
1320. Kanbalhi,9.0, (6),1h 55m
1321. Sobe: Sakalli Bebek,5.0, (17),1h 26m
1324. Hantu Polong,7.4, (46),1h 30m
1330. Mystery Writers,5.2, (74),1h 30m
1335. O Procedimento,8.2, (52),12m
1336. The Dark Mother Special+20mn,7.6, (21),2h
1337. The Elite of Devils,3.6, (44),1h 48m
1341. Winemaker,5.4, (39),59m
1342. Horror-Scopes: Volume Two,8.1, (20),1h 28m
1343. MAKKA: Cinn-i Azap,4.3, (13),1h 15m
1344. Horror Unmasked,3.3, (23),Not Rated
1348. Mashaarojinn,9.0, (20),1h 39m
1352. Killer Reel,5.2, (10),1h 13m
1353. Demon Stalker,2.2, (7),1h 37m
1357. New Tokyo Poltergeist,5.1, (10),1h 28m
1361. The Vent,8.9, (15),3m
1363. Keo=peul-ji-ok,5.6, (8),1h 34m
1370. Der Dritte Gast,3.3, (43),1h 13m
1381. Abduction Chronicles,8.5, (38),2h 6m
1382. Harruk,4.5, (22),1h 10m
1389. Bannkorb,7.4, (6),19m
1390. Ahbar,3.0, (15),1h 20m
1394. Welcome to Kittytown,7.7, (8),1h 28m
1396. Demons vs. Ghosts,7.7, (7),1h 32m
1404. I Curse This Land,4.0, (94),1h 26m
1414. Verified,5.1, (9),1h 37m
1415. Noclip,3.6, (42),1h 1m
1416. Strangers,6.6, (10),1h 39m
1417. Kurban: Budak Iblis,4.3, (15),1h 27m
1419. The Tormented,5.0, (17),1h 25m
1420. A Coffin of Stars,5.2, (6),1h 40m
1426. Bungalow Section 12,2.4, (64),1h 28m
1427. Neighborhood,5.8, (5),1h 24m
1429. Bijt,5.8, (55),1h 45m
1430. The Hellper,6.2, (25),1h 30m
1431. Cheongsam Merah Darah,5.7, (11),1h 30m
1433. Basileia,4.2, (59),1h 36m
1447. Horrorathon Volume 3,5.1, (14),1h 33m
1450. Malam Keramat,6.0, (33),1h 30m
1451. Dead Talk Tales: Volume I,6.6, (28),1h 38m
1453. Obscura,6.3, (9),1h 29m
1460. Family Comes First,8.1, (7),1h 5m
1464. Tragic,8.9, (20),1h 36m
1465. Neath's Love Story 3,6.2, (13),1h 40m
1469. The Burned Hand,8.0, (12),1h 25m
1474. Krapiva: Tsvetok smerti,6.1, (59),1h 21m
1475. Tienes 24 horas,7.4, (7),1h 1m
1476. Where the Mountain Women Sing,5.9, (9),15m
1478. Jyukinshi,3.0, (11),1h 43m
1486. Shadows,6.8, (21),1h 15m
1504. Átropos,5.5, (24),1h 33m
1505. Stab 4: Knife of Doom,5.4, (14),1h 38m
1507. Janus,4.9, (11),1h 12m
1523. Prima del giorno dopo,7.8, (75),1h 45m
1525. La Hacienda - El Regreso de los Malditos,7.6, (15),1h 10m
1526. Gentleman Caller,8.5, (9),1h 43m
1527. Killer Hand Dryer,7.8, (10),1h 58m
1528. Slenderverse: Building the Slenderman,7.4, (9),1h 55m
1529. Cieco sordo muto,7.1, (9),1h 25m
1530. Don't Open the Box,7.0, (9),45m
1545. Velhan,6.4, (18),1h 17m
1546. Requiem: Three Tales of Horror,3.6, (38),55m
1547. The Haunting in Rosemary Lane,3.5, (29),59m
1549. Rahha,2.7, (13),2h 15m
1567. Abaasylaakh Khaus,7.2, (7),1h 10m
1568. Slenderverse: An Artistic Movement,6.6, (7),1h 45m
1569. Stalked by Shadows,3.6, (10),1h
1570. Peccatum,1.9, (24),1h 8m
1586. Protanopia,7.0, (14),1h 15m
1587. Ciudad Oculta,3.7, (16),1h 36m
1609. A Melty Kiss Lost in the Abyss - Un Dolce Bacio Perduto nell'Abisso -,7.7, (25),1h 31m
1610. The Smell of Blood,2.3, (18),1h 15m
1692. Project Mutationem: The Second Collection,8.1, (7),1h 43m
1695. Cintihar,2.6, (10),1h 17m
